invoice_no,customer_id,category_id,payment_method_id,shopping_mall_id,invoice_date,quantity,price
I101148,C680169,4,3,8,2022-04-21,4,162.64
I186663,C281091,6,2,1,2021-06-24,1,35.84
I291062,C209122,4,1,1,2023-03-05,4,162.64
I103389,C231964,4,3,1,2021-05-09,1,40.66
I140596,C291641,4,3,3,2021-09-11,2,81.32
I115322,C315386,5,1,2,2021-10-01,1,5.23
I273800,C290158,4,3,6,2021-08-01,2,81.32
I384332,C226218,4,3,3,2021-09-04,1,40.66
I268628,C633946,4,3,6,2021-05-21,3,121.98
I146305,C118742,5,3,1,2022-07-11,2,10.46
I648743,C218295,2,2,6,2023-01-02,5,3000.85
I148083,C636874,4,1,5,2021-06-29,5,203.3
I733806,C310472,5,1,4,2021-03-21,4,20.92
I214007,C119440,6,1,3,2022-03-25,4,143.36
I480974,C230305,5,2,6,2021-05-10,2,10.46
I126095,C197131,5,1,4,2022-03-24,5,26.15
I100033,C278721,5,1,10,2021-10-19,4,20.92
I265860,C247868,5,1,6,2022-03-15,4,20.92
I512570,C834257,8,3,3,2022-11-24,4,46.92
I118757,C242041,1,1,1,2022-07-21,1,300.08
I313516,C892871,3,3,3,2021-03-29,4,60.6
I223795,C280596,1,3,3,2022-12-26,3,900.24
I254341,C703073,5,1,4,2023-01-21,2,10.46
I273435,C282097,5,1,7,2021-11-06,4,20.92
I127616,C179726,3,2,1,2021-12-12,5,75.75
I893043,C838282,1,1,1,2022-11-11,5,1500.4
I295712,C181939,5,3,6,2022-06-25,2,10.46
I162565,C755148,1,1,5,2022-07-04,2,600.16
I300520,C282107,3,1,3,2023-02-02,3,45.45
I149473,C102560,1,3,1,2021-01-30,3,900.24
I936118,C229670,5,3,5,2023-02-19,3,15.69
I242648,C269986,5,3,3,2022-06-22,1,5.23
I725938,C191300,4,2,4,2022-10-16,3,121.98
I299480,C167158,2,1,3,2022-12-09,2,1200.34
I134272,C318225,6,2,4,2022-12-01,1,35.84
I128518,C101108,2,2,6,2021-09-06,1,600.17
I293208,C103073,2,3,6,2022-02-07,1,600.17
I332003,C299787,4,1,8,2021-12-16,2,81.32
I251779,C555827,6,2,10,2022-03-12,5,179.2
I334155,C992695,3,2,9,2022-12-15,3,45.45
I724379,C178176,1,2,4,2021-12-26,1,300.08
I843249,C211245,4,3,1,2021-01-04,4,162.64
I292746,C139231,1,1,9,2022-04-27,5,1500.4
I230701,C339339,1,1,7,2023-02-19,2,600.16
I230983,C321993,1,1,1,2023-03-02,1,300.08
I313187,C226519,8,3,1,2021-01-28,4,46.92
I206607,C715684,1,1,1,2021-06-19,1,300.08
I323928,C328195,4,3,8,2021-07-16,3,121.98
I374693,C284366,5,3,5,2021-11-03,2,10.46
I318521,C354398,1,3,6,2021-11-16,5,1500.4
I222827,C317063,1,1,6,2022-11-27,3,900.24
I649554,C156360,6,2,1,2021-08-02,3,107.52
I111055,C474896,7,1,6,2022-08-26,1,1050.0
I570709,C140082,2,2,8,2021-09-08,1,600.17
I251307,C240510,2,2,6,2022-01-01,1,600.17
I117277,C292758,1,1,5,2023-01-11,1,300.08
I240824,C222262,1,1,6,2021-08-28,5,1500.4
I135134,C130016,4,1,3,2021-03-01,1,40.66
I222401,C305749,5,3,9,2021-05-22,5,26.15
I263185,C316261,1,3,1,2021-03-09,5,1500.4
I311849,C178487,7,2,8,2021-04-21,5,5250.0
I137332,C205731,2,3,5,2021-05-03,4,2400.68
I319596,C171122,7,3,5,2022-01-13,1,1050.0
I632642,C266021,8,3,6,2022-03-12,5,58.65
I127930,C576719,1,3,1,2022-11-15,1,300.08
I258931,C254022,4,1,7,2021-10-20,3,121.98
I230411,C121489,4,2,6,2021-09-30,5,203.3
I136610,C211545,4,1,6,2021-01-31,4,162.64
I234673,C245349,5,1,4,2021-07-08,4,20.92
I138615,C644605,1,2,1,2021-10-07,5,1500.4
I116541,C293936,6,3,9,2021-07-09,2,71.68
I332971,C387282,2,3,5,2021-01-13,4,2400.68
I786653,C405837,2,3,6,2022-07-20,1,600.17
I115338,C193298,1,1,7,2021-09-01,3,900.24
I201131,C363987,1,3,8,2022-10-25,1,300.08
I328046,C995929,4,2,6,2022-06-17,3,121.98
I153790,C236969,4,3,9,2021-05-09,1,40.66
I251311,C145797,2,1,7,2022-04-29,4,2400.68
I326582,C241450,1,1,3,2021-11-09,3,900.24
I474661,C196296,4,3,6,2021-10-08,5,203.3
I160638,C306908,1,3,1,2022-05-29,2,600.16
I437948,C141984,5,3,3,2022-08-22,5,26.15
I282321,C720642,5,3,1,2022-11-16,1,5.23
I707747,C270638,8,2,1,2022-08-17,5,58.65
I158486,C858536,5,1,5,2023-02-10,3,15.69
I224933,C289573,4,1,1,2021-01-20,2,81.32
I164873,C122094,3,1,3,2022-05-19,4,60.6
I325555,C162986,7,1,3,2023-01-30,4,4200.0
I325396,C271881,5,3,5,2021-02-25,5,26.15
I280155,C214260,6,2,6,2022-12-18,5,179.2
I156562,C209210,4,1,3,2022-07-16,4,162.64
I332361,C296477,1,3,1,2022-01-18,3,900.24
I317628,C134069,5,1,6,2021-09-11,3,15.69
I907952,C241442,1,1,4,2022-08-07,2,600.16
I281621,C312418,5,1,1,2021-01-31,4,20.92
I289841,C127004,5,3,8,2021-07-15,1,5.23
I335087,C198868,3,3,1,2021-10-16,5,75.75
I239889,C173860,1,3,6,2021-03-29,1,300.08
I742907,C186098,1,3,4,2021-09-22,1,300.08
I271714,C285261,6,3,7,2021-03-20,1,35.84
I457421,C214662,4,3,1,2022-08-28,4,162.64
I246390,C163444,1,3,4,2022-06-03,4,1200.32
I179338,C533520,2,3,5,2021-03-27,2,1200.34
I254528,C339565,4,3,6,2021-11-04,4,162.64
I299925,C202977,1,1,6,2021-08-11,2,600.16
I321373,C237063,5,3,10,2022-08-05,5,26.15
I966684,C108497,6,3,6,2022-10-02,4,143.36
I726807,C219299,1,1,9,2022-12-30,4,1200.32
I333100,C247547,1,1,6,2022-01-05,5,1500.4
I207643,C190917,6,3,6,2022-02-28,1,35.84
I647207,C337220,1,1,1,2022-11-10,2,600.16
I330964,C217919,2,2,4,2022-11-29,2,1200.34
I237324,C112544,6,1,2,2021-08-21,1,35.84
I269825,C168912,5,3,6,2021-06-29,3,15.69
I305024,C279747,1,1,1,2021-07-07,4,1200.32
I223568,C249401,6,1,5,2022-08-27,2,71.68
I194268,C128618,8,3,4,2023-02-26,5,58.65
I155448,C182105,2,3,6,2021-12-27,1,600.17
I205336,C331127,4,3,5,2023-02-01,1,40.66
I171351,C286564,8,2,1,2022-02-10,1,11.73
I249223,C188064,1,3,6,2021-01-31,2,600.16
I258001,C293329,4,1,1,2021-11-25,4,162.64
I231029,C113739,1,3,5,2023-01-18,4,1200.32
I163202,C836254,1,1,6,2021-03-15,3,900.24
I169427,C245894,1,3,2,2022-12-03,5,1500.4
I737161,C144894,5,1,6,2022-04-24,4,20.92
I225327,C190794,4,3,8,2022-08-19,2,81.32
I159355,C142508,5,2,4,2021-11-28,4,20.92
I280408,C135555,1,3,9,2021-06-14,1,300.08
I323785,C501563,6,3,1,2021-01-08,2,71.68
I257286,C152590,4,1,6,2021-05-12,1,40.66
I331405,C772839,1,3,1,2022-11-02,3,900.24
I306957,C623421,1,1,8,2022-09-17,2,600.16
I147079,C222949,1,1,4,2022-05-01,4,1200.32
I829259,C133451,4,3,9,2022-11-17,4,162.64
I296251,C195342,4,3,3,2022-06-17,2,81.32
I808238,C336400,2,1,6,2022-07-14,2,1200.34
I891465,C175833,1,3,3,2022-07-21,1,300.08
I563052,C246602,4,3,3,2021-07-28,4,162.64
I130443,C329003,2,3,5,2021-06-08,1,600.17
I241690,C270340,8,1,1,2022-06-14,2,23.46
I643231,C330141,6,3,1,2021-02-03,4,143.36
I295337,C121707,2,2,6,2022-08-05,4,2400.68
I265980,C112452,3,1,2,2022-04-01,1,15.15
I293153,C269710,5,3,4,2022-11-10,2,10.46
I193148,C297610,1,3,8,2023-02-11,4,1200.32
I318625,C319935,7,3,10,2023-02-26,5,5250.0
I142245,C785507,4,2,10,2022-12-01,3,121.98
I205906,C217834,1,1,1,2021-02-04,4,1200.32
I277462,C709370,1,3,3,2021-09-22,2,600.16
I753100,C216369,5,3,7,2021-03-05,1,5.23
I610847,C322689,1,3,3,2023-02-06,4,1200.32
I295181,C146203,5,1,3,2022-11-17,2,10.46
I198308,C611809,5,1,3,2021-10-11,5,26.15
I180570,C210236,2,3,3,2021-03-06,5,3000.85
I260475,C297118,1,1,6,2022-03-17,5,1500.4
I251024,C180586,5,2,6,2021-02-09,2,10.46
I302151,C314705,7,3,1,2021-03-15,4,4200.0
I145917,C272419,4,1,2,2023-02-01,5,203.3
I254721,C282520,1,2,1,2021-09-27,5,1500.4
I103120,C319624,2,2,6,2022-02-20,4,2400.68
I173288,C264687,5,1,3,2023-01-25,5,26.15
I279088,C140543,7,1,3,2021-07-30,3,3150.0
I190414,C339391,5,2,2,2021-04-18,3,15.69
I613381,C285587,1,3,6,2021-02-08,1,300.08
I107697,C137134,6,3,5,2022-08-18,1,35.84
I193600,C103896,1,1,5,2021-09-10,4,1200.32
I165090,C315479,1,2,2,2021-07-27,3,900.24
I260728,C181912,6,1,1,2021-04-03,5,179.2
I164219,C335107,6,3,8,2021-06-03,4,143.36
I318282,C121510,8,1,3,2021-01-12,2,23.46
I212598,C477489,5,3,2,2021-01-07,3,15.69
I212833,C331382,4,3,3,2021-04-29,2,81.32
I326146,C554087,1,3,4,2021-07-01,2,600.16
I169684,C226252,5,2,10,2021-07-28,1,5.23
I462436,C227695,4,3,8,2021-09-09,3,121.98
I940151,C246136,5,1,6,2021-09-20,3,15.69
I210603,C170928,4,2,5,2021-07-16,4,162.64
I174942,C200317,1,1,1,2023-01-23,3,900.24
I163206,C192979,5,1,6,2021-06-26,3,15.69
I266121,C198568,1,3,1,2022-01-05,4,1200.32
I454912,C251518,6,1,4,2022-12-04,2,71.68
I831916,C215210,1,2,6,2021-09-24,5,1500.4
I180372,C271571,8,3,2,2022-09-13,5,58.65
I466698,C303444,2,2,1,2023-02-24,3,1800.51
I119678,C506925,7,3,7,2021-03-04,4,4200.0
I296369,C294604,5,3,1,2021-02-24,1,5.23
I133116,C190939,1,2,1,2021-12-02,5,1500.4
I165625,C129849,2,3,6,2022-10-30,4,2400.68
I333045,C235178,1,1,1,2022-12-09,1,300.08
I131869,C267843,5,2,1,2023-01-29,1,5.23
I168101,C186861,8,3,2,2022-04-26,3,35.19
I713258,C219983,1,3,1,2021-01-03,3,900.24
I144171,C250033,1,2,1,2022-04-20,1,300.08
I191531,C506663,2,3,3,2022-12-20,3,1800.51
I165583,C235482,1,1,3,2023-02-08,1,300.08
I210803,C781893,1,1,3,2022-09-17,4,1200.32
I209258,C328444,4,3,3,2022-07-07,5,203.3
I169548,C307592,1,1,6,2022-09-15,5,1500.4
I140693,C541983,1,1,8,2022-11-27,2,600.16
I172509,C283381,2,3,6,2022-12-26,3,1800.51
I301205,C301099,5,1,1,2022-09-16,4,20.92
I338366,C246641,2,2,9,2021-03-01,5,3000.85
I108742,C312617,1,1,6,2021-04-28,5,1500.4
I261374,C204164,6,2,5,2021-04-23,2,71.68
I860717,C259798,1,2,2,2021-10-10,2,600.16
I295440,C215336,5,2,6,2022-04-10,2,10.46
I273820,C339648,5,1,8,2022-12-02,4,20.92
I279919,C290275,1,3,5,2022-08-27,2,600.16
I190006,C230120,4,2,3,2021-09-13,1,40.66
I156252,C478733,6,2,9,2022-09-15,4,143.36
I183583,C201255,4,3,2,2022-06-11,1,40.66
I258930,C289918,2,1,5,2021-07-13,4,2400.68
I651105,C937123,5,3,6,2021-12-14,1,5.23
I135098,C322924,1,3,1,2022-09-09,5,1500.4
I187453,C690345,2,3,3,2023-01-29,3,1800.51
I176625,C247049,1,3,4,2022-07-05,4,1200.32
I289516,C280253,1,1,10,2021-11-04,5,1500.4
I188382,C169477,1,3,7,2021-03-14,1,300.08
I749173,C131819,2,1,6,2022-07-23,4,2400.68
I752413,C442324,1,1,6,2021-10-13,3,900.24
I254886,C114347,7,2,6,2021-08-31,2,2100.0
I323478,C216456,5,3,3,2022-11-24,2,10.46
I178637,C152833,1,1,7,2021-05-04,1,300.08
I840591,C171160,1,3,8,2021-06-20,2,600.16
I251184,C259884,4,1,3,2021-12-03,5,203.3
I929854,C114606,2,2,4,2023-01-04,1,600.17
I274883,C216025,5,3,9,2022-03-01,1,5.23
I338411,C884264,3,1,6,2023-01-17,5,75.75
I301433,C697667,1,3,5,2021-07-01,5,1500.4
I218234,C136585,6,3,2,2023-02-28,3,107.52
I716822,C146582,5,1,6,2021-06-05,5,26.15
I174219,C129039,1,3,1,2021-12-13,4,1200.32
I278299,C183846,5,1,4,2022-03-14,3,15.69
I267714,C297404,1,3,1,2021-03-20,4,1200.32
I670822,C127819,5,1,1,2022-09-05,2,10.46
I339508,C127718,1,3,7,2022-12-27,3,900.24
I268823,C230543,1,2,5,2023-02-08,1,300.08
I217906,C302358,1,3,1,2021-06-27,3,900.24
I846907,C105060,1,3,5,2022-10-16,5,1500.4
I176751,C182606,2,1,1,2021-09-26,5,3000.85
I325587,C295864,5,3,9,2021-07-28,1,5.23
I112845,C323307,4,3,3,2021-10-13,5,203.3
I158003,C104350,1,3,3,2021-02-20,2,600.16
I276368,C282281,6,2,1,2021-05-25,4,143.36
I206246,C506887,5,3,1,2021-12-04,5,26.15
I195587,C528686,5,3,1,2021-02-18,2,10.46
I213354,C157218,7,1,1,2021-03-03,5,5250.0
I583185,C172691,4,1,4,2021-08-25,5,203.3
I236100,C330221,5,1,6,2021-09-18,3,15.69
I298339,C336104,5,2,6,2021-06-12,1,5.23
I280823,C807852,7,1,5,2022-08-12,3,3150.0
I863565,C128312,4,3,9,2021-03-28,5,203.3
I243784,C150950,6,1,1,2021-03-14,5,179.2
I810580,C305706,6,2,1,2021-01-10,1,35.84
I297768,C310310,1,3,5,2021-11-06,4,1200.32
I231514,C414958,2,3,7,2022-12-21,1,600.17
I200720,C296534,5,1,7,2022-04-21,1,5.23
I171758,C234534,4,2,7,2022-03-22,4,162.64
I148039,C247694,7,2,1,2022-05-13,4,4200.0
I943432,C141657,1,3,6,2021-07-07,2,600.16
I215019,C156233,4,3,1,2022-06-22,5,203.3
I204541,C354331,6,3,1,2021-07-05,4,143.36
I528108,C131221,3,2,4,2022-10-16,1,15.15
I163618,C123445,1,3,7,2021-08-01,2,600.16
I255698,C207443,2,3,3,2022-10-28,4,2400.68
I328430,C137762,6,1,9,2021-10-29,1,35.84
I561353,C152904,6,3,3,2022-11-10,3,107.52
I101472,C216194,1,3,3,2021-07-06,4,1200.32
I109605,C207415,4,2,6,2021-10-27,3,121.98
I143755,C621747,8,2,3,2021-06-16,4,46.92
I335633,C621794,1,1,10,2022-07-21,3,900.24
I212054,C218289,1,2,6,2021-06-24,1,300.08
I142204,C235878,4,1,8,2021-04-28,1,40.66
I310814,C251446,4,2,6,2021-03-17,4,162.64
I202865,C708005,3,3,6,2021-03-31,5,75.75
I128008,C323349,1,3,6,2021-07-13,5,1500.4
I244711,C180375,1,3,6,2021-11-21,4,1200.32
I202868,C254007,1,2,1,2022-02-27,2,600.16
I229755,C908169,6,3,5,2021-11-22,5,179.2
I551504,C587022,2,2,10,2022-03-30,1,600.17
I357584,C485257,1,3,1,2022-05-13,3,900.24
I572568,C196813,2,1,6,2022-12-02,4,2400.68
I834928,C242182,1,2,7,2022-08-10,5,1500.4
I301887,C331182,7,1,10,2021-04-13,4,4200.0
I722991,C206713,1,3,10,2022-03-12,5,1500.4
I121934,C376889,7,3,3,2022-10-07,1,1050.0
I161868,C333202,5,2,7,2021-03-17,5,26.15
I227368,C147456,1,3,6,2022-08-10,2,600.16
I283492,C221830,6,1,7,2021-09-28,1,35.84
I236127,C634747,1,3,8,2021-10-12,3,900.24
I259412,C108986,6,1,9,2021-03-29,4,143.36
I155577,C205202,4,3,7,2021-05-21,4,162.64
I311797,C160680,5,1,4,2022-03-31,2,10.46
I242848,C805973,1,1,5,2021-03-27,3,900.24
I448498,C246456,1,1,1,2022-07-23,1,300.08
I310335,C293191,1,2,3,2022-03-08,4,1200.32
I925190,C248510,1,3,3,2021-02-04,5,1500.4
I777286,C102849,4,2,7,2021-01-24,2,81.32
I126253,C732384,1,2,3,2021-02-02,5,1500.4
I287899,C121299,1,2,1,2022-05-16,5,1500.4
I170920,C103741,5,3,3,2021-12-17,3,15.69
I270096,C660491,5,1,4,2022-05-03,2,10.46
I557757,C323696,5,3,1,2021-08-27,1,5.23
I377607,C274788,8,1,3,2022-01-11,5,58.65
I256639,C158968,4,1,1,2023-03-05,4,162.64
I322886,C289495,7,3,5,2022-01-07,3,3150.0
I248770,C646756,1,3,1,2022-08-19,1,300.08
I128121,C193824,7,3,3,2022-01-17,4,4200.0
I326712,C226996,1,3,4,2021-05-05,2,600.16
I159865,C276008,6,1,6,2022-01-04,3,107.52
I234223,C282899,4,3,4,2021-10-26,4,162.64
I616042,C323659,5,3,1,2022-06-17,3,15.69
I148642,C158270,1,1,6,2021-04-20,1,300.08
I103072,C170969,4,3,2,2022-04-04,4,162.64
I497958,C170219,8,1,6,2022-02-25,5,58.65
I236668,C111026,5,2,9,2021-05-06,3,15.69
I836239,C760307,4,3,1,2021-11-13,4,162.64
I249682,C183888,1,3,4,2022-08-03,3,900.24
I140825,C144823,4,2,1,2023-02-04,2,81.32
I742965,C211277,6,3,10,2022-08-27,3,107.52
I291579,C204782,1,1,6,2022-10-31,1,300.08
I196493,C184882,2,1,1,2022-03-27,4,2400.68
I185316,C228532,8,3,10,2022-05-30,1,11.73
I212235,C315826,5,3,8,2021-01-20,1,5.23
I219127,C339071,3,2,1,2022-12-23,1,15.15
I971862,C219304,1,3,1,2022-11-06,3,900.24
I108180,C192474,5,3,1,2022-10-21,1,5.23
I321337,C398415,1,3,1,2021-11-23,2,600.16
I274610,C391672,8,3,3,2022-01-15,3,35.19
I678477,C275887,5,1,8,2022-06-06,3,15.69
I326054,C198086,3,3,3,2021-09-02,3,45.45
I284282,C822515,1,3,6,2022-07-10,2,600.16
I256046,C871318,5,3,6,2022-04-14,3,15.69
I486233,C199664,1,1,3,2022-03-14,3,900.24
I237899,C820137,4,2,10,2021-05-01,4,162.64
I102481,C521673,2,1,1,2022-04-22,4,2400.68
I198156,C149637,5,3,4,2023-02-26,4,20.92
I411189,C743273,5,1,3,2021-02-08,3,15.69
I528396,C130273,1,2,4,2022-11-21,1,300.08
I225178,C240389,1,1,1,2021-02-10,5,1500.4
I103131,C470346,6,3,3,2022-03-22,4,143.36
I179619,C423734,6,3,3,2022-10-11,3,107.52
I229909,C139077,1,3,9,2022-05-10,5,1500.4
I472142,C842431,2,3,8,2021-08-04,1,600.17
I184289,C102301,6,1,3,2022-09-18,2,71.68
I340111,C222159,2,3,6,2022-04-01,4,2400.68
I244311,C204727,4,3,3,2022-03-11,1,40.66
I208028,C325158,7,1,8,2022-03-03,5,5250.0
I201268,C649525,8,3,1,2022-05-31,1,11.73
I406982,C283221,1,1,6,2021-01-23,2,600.16
I259335,C153509,4,3,3,2022-02-17,2,81.32
I278596,C290548,1,3,6,2021-05-12,3,900.24
I156920,C133134,1,1,6,2022-06-26,3,900.24
I189797,C245539,1,2,4,2021-10-22,3,900.24
I283099,C110711,5,3,1,2021-12-12,1,5.23
I108662,C141093,4,3,4,2021-09-16,3,121.98
I443008,C299644,1,1,4,2021-08-30,3,900.24
I756144,C141285,1,1,1,2021-11-29,2,600.16
I148225,C120095,7,1,6,2021-06-07,4,4200.0
I187159,C130462,2,2,2,2021-09-18,5,3000.85
I265543,C116092,4,1,6,2022-10-03,2,81.32
I169324,C152098,5,3,7,2022-03-14,3,15.69
I186033,C766767,3,3,1,2023-01-12,5,75.75
I307337,C322195,2,2,4,2023-02-25,3,1800.51
I988233,C114713,5,3,2,2021-11-01,2,10.46
I713320,C189364,7,2,10,2021-11-23,1,1050.0
I187305,C150584,2,2,1,2022-03-12,3,1800.51
I193430,C275695,1,1,3,2021-05-12,4,1200.32
I202249,C614595,8,3,5,2022-10-30,4,46.92
I910927,C300832,1,1,1,2023-01-16,3,900.24
I602106,C241238,2,1,5,2022-08-26,5,3000.85
I289972,C182162,5,2,5,2022-11-26,5,26.15
I109018,C328169,6,1,4,2021-07-09,3,107.52
I333269,C121380,2,2,9,2021-05-26,3,1800.51
I586154,C788630,5,3,5,2021-12-14,1,5.23
I264725,C143781,6,1,6,2022-07-15,1,35.84
I291281,C285797,7,1,4,2022-04-14,1,1050.0
I144506,C174330,1,3,5,2021-01-16,4,1200.32
I205315,C430942,4,3,10,2022-06-03,5,203.3
I211823,C270543,1,2,10,2021-03-16,5,1500.4
I160370,C102275,1,1,3,2022-02-07,1,300.08
I526871,C841591,5,1,4,2021-04-12,2,10.46
I275001,C162681,6,2,8,2022-05-04,4,143.36
I129187,C716629,4,3,2,2022-08-06,2,81.32
I292336,C512978,1,3,2,2022-05-09,4,1200.32
I122881,C289069,4,3,2,2021-05-22,5,203.3
I240283,C812425,2,3,4,2023-01-10,4,2400.68
I204229,C200576,4,1,8,2022-04-25,1,40.66
I110467,C155221,1,3,6,2022-10-08,1,300.08
I316054,C251062,1,2,1,2022-10-13,5,1500.4
I203525,C335061,1,3,4,2022-09-08,1,300.08
I186437,C283983,7,2,1,2022-12-05,5,5250.0
I136489,C315999,1,1,4,2022-03-13,2,600.16
I125636,C987230,3,2,1,2021-05-16,1,15.15
I310984,C921649,4,1,3,2021-12-26,2,81.32
I329288,C327823,5,1,6,2022-05-12,3,15.69
I278935,C203598,6,3,8,2022-12-14,2,71.68
I243503,C224753,6,2,1,2021-09-18,1,35.84
I214040,C270797,2,1,5,2022-11-16,4,2400.68
I135338,C249974,1,1,9,2022-10-19,1,300.08
I103926,C132495,4,1,7,2022-08-17,2,81.32
I200763,C304747,4,2,1,2021-12-23,2,81.32
I210726,C266724,7,3,8,2021-11-16,5,5250.0
I140666,C494615,5,3,3,2021-08-02,3,15.69
I328455,C252265,7,1,6,2021-02-17,5,5250.0
I289097,C319806,4,3,6,2021-05-06,5,203.3
I173201,C219548,5,1,7,2022-10-03,4,20.92
I203880,C184052,6,2,6,2021-06-15,5,179.2
I695490,C206253,2,2,3,2021-02-14,5,3000.85
I788206,C249725,4,1,5,2023-02-21,2,81.32
I935474,C224881,4,2,4,2022-09-03,2,81.32
I308383,C321914,4,1,1,2021-09-20,3,121.98
I335039,C209245,8,3,5,2022-05-09,1,11.73
I375865,C130895,1,1,1,2022-05-30,3,900.24
I300065,C207573,7,3,9,2022-03-12,4,4200.0
I123471,C257469,5,2,1,2022-03-25,5,26.15
I259780,C795627,1,3,5,2021-09-27,5,1500.4
I276581,C194674,4,1,5,2021-11-14,1,40.66
I187144,C774214,6,1,4,2022-05-29,1,35.84
I200005,C120804,5,2,1,2021-03-09,1,5.23
I246910,C156004,3,3,5,2022-02-12,2,30.3
I274783,C596756,1,1,3,2022-03-07,1,300.08
I258186,C251433,6,2,3,2021-02-05,4,143.36
I149861,C288298,1,1,1,2022-12-05,4,1200.32
I678783,C148675,5,2,6,2021-04-14,5,26.15
I283199,C270726,1,1,6,2021-10-04,5,1500.4
I262240,C105474,4,1,6,2023-01-15,1,40.66
I255066,C829423,2,3,1,2022-06-07,2,1200.34
I110699,C111251,1,3,5,2022-11-07,4,1200.32
I172592,C269506,2,3,10,2021-07-05,3,1800.51
I197048,C127041,1,3,5,2022-10-22,1,300.08
I846448,C870412,4,2,7,2023-02-24,1,40.66
I255738,C108367,5,2,1,2022-04-12,3,15.69
I309846,C191673,1,3,6,2021-02-27,3,900.24
I230210,C979970,4,3,8,2021-03-31,1,40.66
I338832,C324708,1,1,3,2021-03-16,5,1500.4
I701994,C289614,5,3,2,2023-02-09,1,5.23
I116064,C103877,2,1,4,2021-02-28,3,1800.51
I233553,C264659,4,3,3,2022-03-26,3,121.98
I334498,C108756,4,1,5,2023-01-27,3,121.98
I210221,C253975,3,3,5,2021-03-29,3,45.45
I107367,C773134,1,3,3,2021-01-21,3,900.24
I240053,C433673,4,1,3,2022-05-22,1,40.66
I198312,C271450,1,3,1,2022-03-07,3,900.24
I111670,C327098,1,1,1,2022-07-30,2,600.16
I631073,C132270,2,2,7,2021-04-10,5,3000.85
I304483,C193793,6,3,9,2022-03-05,5,179.2
I110493,C320229,3,2,6,2021-04-20,2,30.3
I224918,C275631,5,1,1,2022-11-01,5,26.15
I176867,C462416,1,1,3,2023-02-13,2,600.16
I225893,C245407,8,1,7,2021-04-10,4,46.92
I462596,C269497,5,2,3,2022-05-25,5,26.15
I990095,C190709,2,2,6,2022-12-26,2,1200.34
I112841,C291389,1,1,4,2021-05-19,2,600.16
I177064,C593370,5,2,6,2022-12-21,4,20.92
I293058,C303552,1,3,1,2021-06-17,3,900.24
I714982,C747740,4,1,5,2022-11-23,2,81.32
I259581,C791362,1,1,1,2021-03-19,4,1200.32
I272468,C132400,1,3,10,2022-08-30,5,1500.4
I773945,C677850,4,3,4,2022-12-12,4,162.64
I488800,C263908,5,1,5,2021-10-11,2,10.46
I539167,C205165,6,3,10,2021-12-16,3,107.52
I614933,C290106,1,3,8,2021-05-05,1,300.08
I307328,C174747,1,3,6,2022-05-14,1,300.08
I195795,C191147,5,3,9,2022-11-21,2,10.46
I316501,C249906,2,3,6,2022-11-13,4,2400.68
I105482,C129846,1,3,6,2021-08-17,5,1500.4
I269076,C155333,6,2,2,2021-08-20,1,35.84
I235877,C272155,6,2,6,2021-03-06,5,179.2
I323413,C266213,1,2,1,2022-01-09,1,300.08
I404845,C622685,3,1,2,2021-04-09,1,15.15
I249846,C832010,5,2,1,2023-02-17,2,10.46
I110354,C288597,1,2,6,2022-08-18,5,1500.4
I175688,C259229,4,2,1,2022-09-10,5,203.3
I467431,C724217,6,2,4,2021-06-25,3,107.52
I175461,C913425,5,3,1,2022-10-26,3,15.69
I157207,C255828,1,3,8,2022-02-22,1,300.08
I193060,C219791,6,1,6,2022-05-18,5,179.2
I255430,C981925,4,2,6,2023-02-13,3,121.98
I165932,C237757,4,1,8,2023-03-04,3,121.98
I123656,C238083,1,3,1,2022-04-21,2,600.16
I338093,C306266,1,1,6,2022-07-27,4,1200.32
I543510,C199858,7,2,1,2022-01-27,1,1050.0
I177444,C179915,1,2,7,2023-01-09,3,900.24
I248527,C307014,2,1,9,2021-05-30,1,600.17
I103907,C280853,1,3,2,2022-10-04,4,1200.32
I109766,C106066,5,3,3,2022-11-06,5,26.15
I195981,C257683,2,1,1,2021-08-06,1,600.17
I583553,C364009,8,2,6,2021-11-24,3,35.19
I225840,C325548,5,1,8,2021-07-20,3,15.69
I478092,C606953,8,3,1,2021-03-18,2,23.46
I107322,C920331,1,1,6,2022-10-21,2,600.16
I307584,C140413,4,1,9,2022-06-24,1,40.66
I300522,C323469,4,1,6,2022-02-05,5,203.3
I335770,C336888,4,2,2,2022-10-08,1,40.66
I273054,C148034,5,2,4,2021-04-26,5,26.15
I226742,C724391,1,3,9,2021-03-12,3,900.24
I259039,C180485,1,2,5,2021-02-19,1,300.08
I263787,C323464,5,3,3,2021-10-14,4,20.92
I301307,C326699,7,2,6,2021-05-30,5,5250.0
I270709,C632826,1,1,5,2021-10-01,2,600.16
I390879,C196337,1,3,6,2022-04-19,2,600.16
I694304,C258995,4,2,6,2021-04-16,4,162.64
I613571,C246847,1,3,6,2022-01-19,3,900.24
I320883,C282894,7,1,6,2021-08-08,4,4200.0
I306290,C125304,1,3,6,2022-02-02,2,600.16
I440435,C496516,5,3,3,2021-09-02,5,26.15
I321342,C831048,1,1,1,2022-03-02,1,300.08
I273975,C208819,4,1,7,2021-03-01,5,203.3
I337040,C804531,5,1,1,2022-12-15,5,26.15
I223697,C237182,4,2,5,2021-04-25,3,121.98
